CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,ProductsPerTenure,EngagementScore,WealthScore,RelationshipStrength,AgeGroup,WealthSegment,HighValueDisengaged,Geography_enc,Gender_enc
804,France,Female,50,4,0.0,1,1,1,8546.87,1,0.0,0.2,1.0,0.9241169102645673,0.52,46-55,Low,0,0,0
514,France,Male,32,8,0.0,2,1,0,95857.18,0,0.0,0.2222222222222222,0.3,0.6752826576834676,0.45999999999999996,26-35,Low,0,0,1
730,France,Female,39,1,99010.67,1,1,0,194945.8,0,0.5078855872473926,0.5,0.3,2.229405718370657,0.15,36-45,Premium,1,0,0
525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,0.0,1.0,0.7,0.8833499721921292,0.27999999999999997,36-45,Low,0,1,0
616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,0.0,0.3333333333333333,0.7,1.4301967109479425,0.5299999999999999,26-35,Medium,0,1,1
687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,0.7497567407187227,0.25,0.3,1.9567277933784741,0.43,26-35,Premium,1,2,0
715,France,Female,41,8,56214.85,2,0,0,92982.61,1,0.6045672995488129,0.2222222222222222,0.0,1.4437770932751472,0.33999999999999997,36-45,High,0,0,0
512,France,Female,36,3,84327.77,2,1,0,17675.36,0,4.770652442018606,0.5,0.3,0.7255255458136854,0.31,36-45,Low,0,0,0
479,France,Male,40,1,0.0,2,0,0,114996.43,0,0.0,1.0,0.0,0.6890869171670024,0.13,36-45,Low,0,0,1
601,France,Male,32,8,93012.89,1,1,0,86957.42,0,1.0696248850887586,0.1111111111111111,0.3,1.3382175855993639,0.36,26-35,Medium,0,0,1
580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,0.48181619440531925,0.2,0.3,1.3292118924514815,0.49,26-35,Medium,0,1,1
807,France,Male,35,3,174790.15,1,1,1,1842.8253000000004,0,94.7975656912832,0.25,1.0,1.8370229517799386,0.49000000000000005,26-35,Premium,0,0,1
616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,0.0,0.2857142857142857,1.0,0.6499415939295676,0.68,26-35,Low,0,1,0
721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,0.6792307209210647,0.25,1.0,2.069441899255059,0.49000000000000005,36-45,Premium,0,2,1
501,France,Male,57,10,0.0,2,1,1,47847.19,0,0.0,0.18181818181818182,1.0,0.3995165000998506,0.8,56+,Low,0,0,1
521,France,Male,35,6,96423.84,1,1,0,10488.44,0,9.192467853383974,0.14285714285714285,0.3,0.7754749183672288,0.30000000000000004,26-35,Low,0,0,1
850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,23.588441597538136,0.3333333333333333,1.0,1.7794846149711612,0.46,26-35,High,0,1,1
759,France,Male,42,4,105420.18,1,0,1,121409.06,0,0.8682985577966109,0.2,0.7,1.9584957755253087,0.39999999999999997,36-45,Premium,0,0,1
516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,0.0,0.16666666666666666,0.7,0.9363459080901778,0.42999999999999994,46-55,Low,0,1,1
711,France,Female,38,2,129022.06,2,1,1,14374.86,1,8.974910718384848,0.6666666666666666,1.0,1.4251155356622245,0.56,36-45,Medium,0,0,0
512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,1.8660960917916714,0.25,0.3,1.6144359063472142,0.21000000000000002,26-35,High,1,1,1
550,France,Male,37,3,0.0,1,1,1,179670.31,0,0.0,0.25,1.0,1.188530588891561,0.49000000000000005,36-45,Medium,0,0,1
608,Spain,Female,41,3,89763.84,1,0,0,198069.7345,1,0.45319082713857456,0.25,0.0,1.9037370022620315,0.09000000000000001,36-45,Premium,0,1,0
618,France,Male,34,5,134954.53,1,1,1,151954.39,0,0.8881194013585171,0.16666666666666666,1.0,1.9356526736478186,0.55,26-35,Premium,0,0,1
643,France,Male,45,5,0.0,1,1,0,142513.5,1,0.0,0.16666666666666666,0.3,1.221662283783321,0.27,36-45,Medium,0,0,1
671,France,Male,45,2,106376.85,1,0,1,158264.62,0,0.6721412395187282,0.3333333333333333,0.7,1.9409348631778647,0.33999999999999997,36-45,Premium,0,0,1
689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,0.9553186301568813,0.6666666666666666,0.3,2.338756235213822,0.27999999999999997,26-35,Premium,1,2,1
603,France,Male,31,8,0.0,2,1,1,169915.02,0,0.0,0.2222222222222222,1.0,1.2656105137935243,0.74,26-35,Medium,0,0,1
620,France,Female,41,9,0.0,2,0,0,88852.47,0,0.0,0.2,0.0,0.8931741845085804,0.37,36-45,Low,0,0,0
676,France,Female,34,1,63095.01,1,1,1,40645.81,0,1.5522745819413628,0.5,1.0,1.1207564202694116,0.43000000000000005,26-35,Medium,0,0,0
572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,1.9574770430410915,0.4,0.0,1.2695441204287587,0.21999999999999997,26-35,Medium,1,2,1
668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,0.676463639343677,0.125,0.7,1.9347673424216663,0.49,46-55,Premium,0,2,1
695,France,Male,46,7,49512.55,1,1,0,133007.34,0,0.3722514693439524,0.125,0.3,1.563861797205684,0.33,46-55,High,0,0,1
730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,0.0,0.2,0.0,1.6033867179677248,0.37,26-35,High,0,1,0
807,France,Male,43,1,105799.32,2,1,0,34888.04,1,3.032451451802629,1.0,0.3,1.6344437308336264,0.24999999999999997,36-45,High,1,0,1
592,France,Male,54,8,0.0,1,1,1,28737.71,1,0.0,0.1111111111111111,1.0,0.5198352446003276,0.64,46-55,Low,0,0,1
726,France,Female,31,9,114722.05,2,1,1,98178.57,0,1.1684920803788406,0.2,1.0,1.8111812172938706,0.77,26-35,Premium,0,0,0
514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,0.0,0.125,0.7,0.8238507624294196,0.49,26-35,Low,0,1,1
567,France,Male,42,2,0.0,2,1,1,167984.61,0,0.0,0.6666666666666666,1.0,1.1696484703050547,0.56,36-45,Medium,0,0,1
850,France,Male,33,10,0.0,1,1,0,4861.72,1,0.0,0.09090909090909091,0.3,1.015384713097239,0.42,26-35,Low,0,0,1
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,0.9144949480337033,0.14285714285714285,1.0,1.6525920514787638,0.5800000000000001,36-45,High,0,2,1
670,France,Male,37,4,170557.91,2,1,0,198069.7345,0,0.8610959636745327,0.4,0.3,2.486513859989813,0.33999999999999997,36-45,Premium,1,0,1
694,France,Female,30,9,0.0,2,1,1,26960.31,0,0.0,0.2,1.0,0.7547965023182476,0.77,26-35,Low,0,0,0
547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,0.8699511076238705,0.42857142857142855,1.0,1.1038282888935713,0.78,36-45,Medium,0,2,0
751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,1.2549131072535287,0.3333333333333333,0.3,1.668215531320401,0.18,46-55,High,0,2,1
594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,2.1430176448532854,0.25,0.3,1.3927897972509409,0.21000000000000002,26-35,Medium,1,2,0
673,France,Male,72,1,0.0,2,0,1,111981.19,0,0.0,1.0,0.7,1.137835661472212,0.4099999999999999,56+,Medium,0,0,1
610,France,Male,40,0,0.0,2,1,0,62232.6,0,0.0,2.0,0.3,0.7335921282414893,0.21999999999999997,36-45,Low,0,0,1
512,France,Female,37,1,0.0,2,0,1,156105.03,0,0.0,1.0,0.7,0.9775295080710273,0.4099999999999999,36-45,Low,0,0,0
767,Germany,Male,21,3,119714.25,2,0,1,150135.38,0,0.7973700311676624,0.5,0.7,2.200890977532596,0.47,18-25,Premium,0,2,1
585,France,Female,67,5,113978.97,2,0,1,93146.11,0,1.2236447271418298,0.3333333333333333,0.7,1.4442187758080214,0.5299999999999999,56+,High,0,0,0
763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,2.9930949553459634,0.14285714285714285,0.3,1.4915979511637125,0.30000000000000004,36-45,High,1,2,1
712,France,Female,29,2,0.0,1,1,1,144375.0,0,0.0,0.3333333333333333,1.0,1.396220520615577,0.46,26-35,Medium,0,0,0
539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,2.082619537761518,0.75,0.3,1.1559233779500127,0.41,36-45,Medium,1,2,0
668,France,Female,46,2,0.0,3,1,0,89048.46,1,0.0,1.0,0.3,1.0090055130710573,0.37999999999999995,46-55,Low,0,0,0
703,France,Male,28,2,81173.83,2,0,1,162812.16,0,0.49857044725377236,0.6666666666666666,0.7,1.905141358183186,0.43999999999999995,26-35,Premium,0,0,1
662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,0.0,0.4,0.3,1.2352463277582455,0.33999999999999997,36-45,Medium,0,1,1
725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,0.9415563242353309,0.16666666666666666,0.3,1.9518425948974276,0.27,36-45,Premium,1,2,0
703,France,Male,37,8,105961.68,2,0,1,74158.8,0,1.4288290960870982,0.2222222222222222,0.7,1.5866422872615513,0.6199999999999999,36-45,High,0,0,1
659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,2.604973499121075,0.14285714285714285,1.0,1.3947133645153582,0.5800000000000001,56+,Medium,0,2,1
523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,0.0,0.25,0.3,0.5244259845486732,0.43,26-35,Low,0,1,1
635,France,Female,40,10,123497.58,1,1,0,131953.23,1,0.9359122477543917,0.09090909090909091,0.3,1.812786689021341,0.42,36-45,Premium,1,0,0
772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,1.9190393502486938,0.25,0.3,2.0282094080534137,0.43,26-35,Premium,1,2,1
545,France,Female,26,1,0.0,2,1,1,198069.7345,0,0.0,1.0,1.0,1.270334928229665,0.53,26-35,Medium,0,0,0
634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,0.6542643025254303,0.1111111111111111,1.0,1.8312833190473157,0.64,18-25,Premium,0,2,1
739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,0.9404589659039553,0.1111111111111111,0.3,2.0898699852369997,0.36,46-55,Premium,1,2,1
771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,0.7799744286447271,0.16666666666666666,0.0,1.7288426573069866,0.15,36-45,High,0,2,0
587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,0.0,1.0,1.0,0.8605008466831235,0.53,26-35,Low,0,1,0
681,France,Female,72,0,0.0,2,0,1,170968.99,0,0.0,2.0,0.7,1.457584564351315,0.37999999999999995,56+,High,0,0,0
544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,1.385197693882639,0.3333333333333333,1.0,0.980619790116044,0.46,36-45,Low,0,2,1
696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,0.0,0.1111111111111111,0.0,1.5227444119468134,0.24,26-35,High,0,1,1
766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,0.0,2.0,0.7,0.9643639390993226,0.37999999999999995,36-45,Low,0,1,1
727,France,Male,34,10,0.0,2,1,1,198069.7345,0,0.0,0.18181818181818182,1.0,1.7057416267942582,0.8,26-35,High,0,0,1
671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,0.23749118329992738,0.2857142857142857,0.0,1.5624437411400764,0.28,26-35,High,0,2,0
693,France,Female,30,6,127992.25,1,1,1,50457.2,0,2.5365996012541077,0.14285714285714285,1.0,1.5603964614184322,0.5800000000000001,26-35,High,0,0,0
850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,0.39193576655050405,0.25,1.0,1.999670991519754,0.49000000000000005,36-45,Premium,0,2,1
732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,1.6647464466029465,0.2,1.0,1.6259755795936677,0.77,36-45,High,0,2,1
726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,1.5531654940656898,0.14285714285714285,0.3,1.5589808075257556,0.30000000000000004,46-55,High,1,1,0
557,France,Female,32,6,184686.41,2,1,0,14956.44,0,12.347461196568396,0.2857142857142857,0.3,1.3589805154371037,0.4,26-35,Medium,1,0,0
682,France,Female,26,0,110654.02,1,0,1,111879.21,0,0.9890401528563452,1.0,0.7,1.7538635586474942,0.27999999999999997,26-35,High,0,0,0
738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,4.246725600747666,0.1,1.0,1.2423968611818976,0.67,26-35,Medium,0,1,1
531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,0.8059291359345502,0.1,0.3,1.3886173551227181,0.39,36-45,Medium,1,1,0
498,France,Male,34,2,0.0,2,1,1,148528.24,0,0.0,0.6666666666666666,1.0,0.9054242948320038,0.56,26-35,Low,0,0,1
651,France,Male,36,7,0.0,2,1,0,13898.31,0,0.0,0.25,0.3,0.5853598949978861,0.43,36-45,Low,0,0,1
549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,0.0,0.125,0.0,0.6846216053090628,0.21000000000000002,36-45,Low,0,1,0
791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,0.3255840089660065,0.125,0.3,1.952166391340001,0.33,26-35,Premium,0,2,0
650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,0.0,0.2,0.7,1.4885587394176039,0.6499999999999999,36-45,High,0,1,1
733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,2.066259625425683,0.75,0.3,1.4977131409672804,0.41,26-35,High,1,2,1
811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,0.8012053080823872,1.0,1.0,2.6497321041255795,0.53,26-35,Premium,0,2,0
707,France,Male,30,8,0.0,2,1,0,33159.37,0,0.0,0.2222222222222222,0.3,0.8174882647006176,0.45999999999999996,26-35,Low,0,0,1
712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,1.5508991736977327,0.2,0.7,1.9218685799383186,0.39999999999999997,26-35,Premium,0,2,1
706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,0.0,0.25,1.0,1.2112695658917636,0.71,36-45,Medium,0,1,0
756,France,Male,62,3,0.0,1,1,1,11199.04,1,0.0,0.25,1.0,0.8228002066921682,0.49000000000000005,56+,Low,0,0,1
777,France,Female,53,10,0.0,2,1,0,189992.97,0,0.0,0.18181818181818182,0.3,1.7841985208467834,0.52,46-55,High,0,0,0
646,France,Male,35,6,84026.86,1,0,1,164255.69,0,0.5115582202466152,0.14285714285714285,0.7,1.7914756658291169,0.45999999999999996,26-35,High,0,0,1
714,France,Male,46,1,0.0,1,1,0,152167.79,1,0.0,0.5,0.3,1.4407183663423053,0.15,46-55,High,0,0,1
782,France,Male,39,8,0.0,2,1,1,33949.67,0,0.0,0.2222222222222222,1.0,1.000941582264457,0.74,36-45,Low,0,0,1
775,Spain,Male,29,10,0.0,2,1,1,68143.93,0,0.0,0.18181818181818182,1.0,1.1584539416063007,0.8,26-35,Medium,0,1,1
479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,2.935676814003999,0.2,1.0,1.0897797143826211,0.52,26-35,Medium,0,2,1
807,France,Male,42,7,118274.71,1,1,1,25885.72,0,4.568933800805973,0.125,1.0,1.6556501744280752,0.6100000000000001,36-45,High,0,0,1
799,France,Female,22,8,174185.98,2,0,1,192633.85,0,0.9042288038742731,0.2222222222222222,0.7,2.786933376859726,0.6199999999999999,18-25,Premium,0,0,0
675,France,Male,40,7,113208.86,2,1,0,34577.36,0,3.2739800268144585,0.25,0.3,1.356914082471754,0.43,36-45,Medium,1,0,1
602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,0.6444628087281565,0.16666666666666666,0.3,1.7776947283405193,0.27,26-35,High,1,1,1
475,France,Female,32,8,119023.28,1,1,0,100816.29,0,1.1805840049856529,0.1111111111111111,0.3,1.247273814919101,0.36,26-35,Medium,1,0,0
744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,0.9152562662001865,0.16666666666666666,1.0,2.5571892667288605,0.55,26-35,Premium,0,1,0
588,Spain,Male,34,10,0.0,2,1,0,79078.91,0,0.0,0.18181818181818182,0.3,0.7668117206175696,0.52,26-35,Low,0,1,1
703,Germany,Male,42,9,63227.0,1,0,1,137316.32,0,0.46044446541776374,0.1,0.7,1.6787060183664417,0.55,36-45,High,0,2,1
747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,0.4849033380862028,0.3333333333333333,0.3,2.2458378019163545,0.37,36-45,Premium,0,1,0
583,France,Male,27,7,0.0,2,1,0,51285.49,0,0.0,0.25,0.3,0.613210810551684,0.43,26-35,Low,0,0,1
750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,0.750135386685317,0.1,0.0,2.124517370488465,0.27,26-35,Premium,1,1,0
681,France,Male,38,3,0.0,2,1,1,112491.96,0,0.0,0.5,1.0,1.1595773733987298,0.59,36-45,Medium,0,0,1
773,France,Male,25,2,135903.33,1,1,0,73656.38,0,1.8450741799396067,0.3333333333333333,0.3,1.9125503241359494,0.18,18-25,Premium,1,0,1
714,France,Female,31,4,125169.26,1,1,1,106636.89,0,1.173778475924458,0.2,1.0,1.8817553398318332,0.52,26-35,Premium,0,0,0
687,Spain,Female,44,7,0.0,3,1,0,155853.52,1,0.0,0.375,0.3,1.3949080647259673,0.53,36-45,Medium,0,1,0
511,France,Male,58,0,149117.31,1,1,1,162599.51,0,0.917077750863143,1.0,1.0,1.810077931800461,0.4,56+,Premium,0,0,1
627,France,Male,33,5,0.0,2,1,1,103737.82,0,0.0,0.3333333333333333,1.0,0.985778438632715,0.65,26-35,Low,0,0,1
694,France,Female,31,10,0.0,2,1,0,160990.27,0,0.0,0.18181818181818182,0.3,1.4378320785622423,0.52,26-35,Medium,0,0,0
616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,8.556200141750043,0.14285714285714285,0.0,1.221076642927329,0.18000000000000002,36-45,Medium,1,1,0
687,France,Male,35,8,0.0,2,1,0,10334.05,0,0.0,0.2222222222222222,0.3,0.6533203253416484,0.45999999999999996,26-35,Low,0,0,1
712,France,Female,33,6,0.0,2,1,1,190686.16,0,0.0,0.2857142857142857,1.0,1.6322287224916936,0.68,26-35,High,0,0,0
553,France,Male,33,4,118082.89,1,0,0,94440.45,0,1.250329066315691,0.2,0.0,1.39632777542346,0.12,26-35,Medium,1,0,1
667,France,Male,31,1,119266.69,1,1,1,28257.63,0,4.22054041544123,0.5,1.0,1.3381436765225572,0.43000000000000005,26-35,Medium,0,0,1
731,France,Male,43,2,0.0,1,1,1,170034.95,1,0.0,0.3333333333333333,1.0,1.5724417896790985,0.46,36-45,High,0,0,1
629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,4.9283852558766945,0.25,0.3,1.4674918069703593,0.43,26-35,High,1,2,1
614,France,Male,50,4,137104.47,1,1,0,127166.49,1,1.0781408833342547,0.2,0.3,1.8113214688873787,0.24,46-55,Premium,1,0,1
438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,1.7445963895597514,0.1111111111111111,0.3,0.6555390038451709,0.36,26-35,Low,0,2,1
652,France,Female,72,4,0.0,2,1,1,188603.07,0,0.0,0.4,1.0,1.478072332250642,0.62,56+,High,0,0,0
729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0.4387594248512377,0.14285714285714285,0.3,1.783010660944046,0.30000000000000004,26-35,High,0,2,1
642,France,Male,38,3,0.0,2,0,0,171463.83,0,0.0,0.5,0.0,1.3668049033639222,0.19,36-45,Medium,0,0,1
806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,0.7400379601090669,1.0,0.3,2.5445596313493093,0.12,56+,Premium,1,2,0
744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,1.763522577081083,0.3333333333333333,1.0,2.0085195577654593,0.46,36-45,Premium,0,1,1
474,Spain,Male,37,3,0.0,2,0,0,57175.32,0,0.0,0.5,0.0,0.38246066454019967,0.19,36-45,Low,0,1,1
559,France,Male,49,2,147069.78,1,1,0,120540.83,1,1.2200725673403165,0.3333333333333333,0.3,1.6995633826631613,0.18,46-55,High,1,0,1
706,Spain,Male,42,9,0.0,2,1,1,28714.34,0,0.0,0.2,1.0,0.7924434205121063,0.77,36-45,Low,0,1,1
628,Spain,Female,22,3,0.0,1,1,0,85426.28,0,0.0,0.25,0.3,0.894852593109114,0.21000000000000002,18-25,Low,0,1,0
432,France,Male,24,4,95741.75,1,1,0,46170.75,0,2.0736001992560387,0.2,0.3,0.7407305596991751,0.24,18-25,Low,0,0,1
525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,2.26480650855183,0.3333333333333333,1.0,1.326429607365367,0.46,56+,Medium,0,1,0
680,France,Female,30,8,141441.75,1,1,1,16278.97,0,8.688084191801337,0.1111111111111111,1.0,1.4274404911504122,0.64,26-35,Medium,0,0,0
749,France,Male,40,1,139290.41,1,1,0,182855.42,1,0.7617474409703525,0.5,0.3,2.4298410050307013,0.15,36-45,Premium,1,0,1
763,France,Female,31,4,0.0,2,0,0,50404.72,0,0.0,0.4,0.0,1.0393442920002716,0.21999999999999997,26-35,Low,0,0,0
734,France,Male,30,3,0.0,2,1,0,107640.25,0,0.0,0.5,0.3,1.2616466334535092,0.31,26-35,Medium,0,0,1
716,France,Male,35,4,144428.87,1,1,0,134132.65,0,1.076753447028393,0.2,0.3,2.130226415004824,0.24,26-35,Premium,1,0,1
594,France,Male,35,2,0.0,2,1,0,103480.69,0,0.0,0.6666666666666666,0.3,0.9055206994727646,0.27999999999999997,26-35,Low,0,0,1
644,France,Female,46,9,95441.27,1,1,0,108761.05,1,0.877523639909325,0.1,0.3,1.5652608261143721,0.39,46-55,High,0,0,0
671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,0.8091507167344549,0.5,1.0,2.2535416918652733,0.43000000000000005,26-35,Premium,0,2,1
664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,1.2217430996149712,0.25,1.0,1.6555817597372466,0.71,26-35,High,0,2,1
656,France,Male,50,7,0.0,2,0,1,72143.44,0,0.0,0.25,0.7,0.8941470133373922,0.59,46-55,Low,0,0,1
667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,7.644693744328527,0.5,0.3,1.4382475807271389,0.15,36-45,High,1,1,0
663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0.8088723080638409,0.6666666666666666,0.7,1.9098452171413318,0.43999999999999995,36-45,Premium,0,2,1
584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,0.6300945087114733,0.1111111111111111,0.3,1.8625248578736697,0.36,26-35,Premium,1,2,0
626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,19.33747637945754,0.14285714285714285,0.3,1.0654450217051483,0.30000000000000004,36-45,Low,1,1,0
485,France,Male,29,7,182123.79,1,1,0,116828.51,1,1.5588851652292304,0.125,0.3,1.6921062470060455,0.33,26-35,High,1,0,1
659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,0.8641323040115253,0.5,0.7,2.235282366263923,0.47,26-35,Premium,0,2,0
649,France,Male,33,2,0.0,2,1,0,2010.98,0,0.0,0.6666666666666666,0.3,0.5199956960442069,0.27999999999999997,26-35,Low,0,0,1
805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,11.712414914764171,0.16666666666666666,0.3,1.8435717905951123,0.27,36-45,Premium,1,1,0
716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,2.64887544683471,0.09090909090909091,0.3,1.5118625406302892,0.42,36-45,High,1,2,0
642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,1.5040899426168781,0.2857142857142857,0.7,1.6281446706268532,0.5599999999999999,36-45,High,0,2,0
659,France,Male,31,4,118342.26,1,0,0,161574.19,0,0.7324284130502956,0.2,0.0,1.9934340004225488,0.12,26-35,Premium,1,0,1
545,Spain,Female,47,5,0.0,2,1,1,38970.14,0,0.0,0.3333333333333333,1.0,0.45954095940737055,0.65,46-55,Low,0,1,0
543,France,Male,22,8,0.0,2,0,0,127587.22,0,0.0,0.2222222222222222,0.0,0.9063614063299765,0.33999999999999997,18-25,Low,0,0,1
718,France,Female,25,7,0.0,2,1,0,30380.12,0,0.0,0.25,0.3,0.8296406042614904,0.43,18-25,Low,0,0,0
840,France,Female,43,7,0.0,2,1,0,90908.95,0,0.0,0.25,0.3,1.4299700860544777,0.43,36-45,Medium,0,0,0
630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,0.7733593846105337,0.2,0.3,1.743991213850184,0.49,26-35,High,1,2,0
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,5.2942679201897,0.25,1.0,1.5752630728085095,0.49000000000000005,56+,High,0,2,1
654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,0.9077771531840974,0.5,1.0,1.7803085848853761,0.43000000000000005,26-35,High,0,2,0
582,France,Male,39,5,0.0,2,1,1,129892.93,0,0.0,0.3333333333333333,1.0,1.0114130650337765,0.65,36-45,Low,0,0,1
659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,1.0505407065800256,0.5,1.0,1.6341641022442457,0.59,26-35,High,0,1,1
762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,4.34135797490154,0.3333333333333333,1.0,1.3125079983359333,0.46,36-45,Medium,0,1,1
568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,2.735021042274742,0.125,0.3,1.5425105894426139,0.33,26-35,High,1,1,0
670,Spain,Male,25,6,0.0,2,1,1,78358.94,0,0.0,0.2857142857142857,1.0,0.9593149007756381,0.68,18-25,Low,0,1,1
613,France,Female,45,1,185967.98540000003,2,1,1,147224.27,0,1.263152619112195,1.0,1.0,2.173898697059022,0.53,36-45,Premium,0,0,0
539,France,Male,30,0,0.0,2,1,0,160979.66,0,0.0,2.0,0.3,1.0669646113768985,0.21999999999999997,26-35,Low,0,0,1
850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,0.9582523711920583,0.2222222222222222,1.0,2.346530811133941,0.74,56+,Premium,0,1,0
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,0.7256048108482595,0.1,0.3,1.77379675888809,0.39,26-35,High,1,1,1
737,France,Male,41,1,101960.74,1,1,1,123547.28,0,0.8252704125059451,0.5,1.0,1.8981585255686335,0.43000000000000005,36-45,Premium,0,0,1
520,France,Male,58,3,0.0,2,0,1,32790.02,0,0.0,0.5,0.7,0.3682375839645115,0.47,56+,Low,0,0,1
706,Spain,Male,28,3,0.0,2,0,1,181543.67,0,0.0,0.5,0.7,1.571283237248108,0.47,26-35,High,0,1,1
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,64.99161122983593,0.3333333333333333,0.7,1.318339341062795,0.33999999999999997,36-45,Medium,0,2,0
648,France,Female,50,9,102535.57,1,1,1,189543.19,0,0.5409586545491054,0.1,1.0,2.024655344881818,0.67,46-55,Premium,0,0,0
443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,9.050725684098927,0.2,0.3,0.6051764727903558,0.49,26-35,Low,1,2,0
640,France,Male,68,9,0.0,2,1,1,198069.7345,0,0.0,0.2,1.0,1.4976076555023923,0.77,56+,High,0,0,1
628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,0.0,0.25,1.0,1.418567563797752,0.49000000000000005,26-35,Medium,0,1,0
540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,0.5057053325177587,0.2,0.3,1.597718319265305,0.49,36-45,High,0,2,0
460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,0.5426353882896748,0.2222222222222222,1.0,1.5749719790675993,0.74,26-35,High,0,2,0
636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,0.7494513499109378,0.6666666666666666,0.7,0.9670106341454906,0.43999999999999995,26-35,Low,0,2,1
